rmsd, with cst, default, filename 
173.862472534, 780417.476275, 7.68613, 21/manual_115.pdb
0.0, nan, 8.82679, 21/manual_259.pdb
630.1015625, 10413940.3295, 7.68613, 21/manual_132.pdb
760.426330566, 14912407.0455, 7.68613, 21/manual_131.pdb
255.546615601, 1612051.83955, 7.68613, 21/manual_129.pdb
545.732055664, 7876524.05183, 7.68613, 21/manual_186.pdb
298.858428955, 2350650.77804, 7.68613, 21/manual_67.pdb
3244.24414062, 279888581.162, 7.68613, 21/manual_216.pdb
659.757141113, 11455363.8342, 7.68613, 21/manual_178.pdb
0.0, nan, 8.82679, 21/manual_248.pdb
122.904190063, 448985.262795, 7.68613, 21/manual_130.pdb
0.0, nan, 8.82679, 21/manual_249.pdb
11.1511058807, 1570.71896178, 53.3238271888, 21/manual_6.pdb
2049.90380859, 111328157.889, 7.68613, 21/manual_240.pdb
2196.6887207, 127735276.663, 7.68613, 21/manual_183.pdb
6.08005619049, 152.028602372, 21.7074275595, 21/manual_46.pdb
232.550857544, 1543607.57357, 7.68613, 21/manual_140.pdb
184.349655151, 907415.7912, 7.68613, 21/manual_96.pdb
391.953369141, 4206196.80629, 7.68613, 21/manual_222.pdb
464.727111816, 5568656.68443, 7.68613, 21/manual_209.pdb
3.87534022331, 196.559194268, -1.83329156414, 21/manual_13.pdb
303.221405029, 2559413.9443, 7.68613, 21/manual_190.pdb
11.0952224731, 911.183344026, 433.713107249, 21/manual_55.pdb
657.148498535, 11609650.4484, 7.68613, 21/manual_141.pdb
717.282409668, 13599789.0611, 7.68613, 21/manual_181.pdb
1095.8729248, 32178772.0338, 7.68613, 21/manual_106.pdb
1010.37896729, 27658571.953, 7.68613, 21/manual_239.pdb
1686.93725586, 75091520.6323, 7.68613, 21/manual_214.pdb
85.5702209473, 231050.118545, 7.68613, 21/manual_193.pdb
85.7413406372, 151263.688711, 7.68613, 21/manual_93.pdb
421.781311035, 4873143.0556, 7.68613, 21/manual_95.pdb
1245.61083984, 41059373.1525, 7.68613, 21/manual_225.pdb
14.0972728729, 5766.52488856, 803.103890998, 21/manual_101.pdb
10.5656423569, 842.596064031, -8.22868958279, 21/manual_19.pdb
13.9426708221, 461.468972727, 92.2462449051, 21/manual_71.pdb
2259.38378906, 134901266.619, 7.45294, 21/manual_163.pdb
1290.27087402, 44180591.4288, 7.45294, 21/manual_139.pdb
1843.73095703, 88980852.972, 7.68613, 21/manual_113.pdb
1133.28442383, 34219579.464, 7.68613, 21/manual_151.pdb
11.9088163376, 1266.29323947, 0.233495689765, 21/manual_12.pdb
0.0, nan, 8.82679, 21/manual_255.pdb
5470.83886719, 791295522.917, 7.68613, 21/manual_105.pdb
0.0, nan, 8.82679, 21/manual_258.pdb
441.918914795, 5103958.50571, 7.68613, 21/manual_196.pdb
10.1157026291, 773.093811545, 90.3890655731, 21/manual_107.pdb
2633.67260742, 184273001.08, 7.45294, 21/manual_147.pdb
9.14237785339, 2317.70241546, 157.902995455, 21/manual_17.pdb
177.812393188, 874384.591529, 7.68613, 21/manual_208.pdb
543.835754395, 7893015.94224, 7.68613, 21/manual_148.pdb
7.99253129959, 15.5338887681, -9.61498542897, 21/manual_77.pdb
14.4388933182, 2.3374438514, -9.181175, 21/manual_187.pdb
7.65288734436, 1254.79038074, -35.0573464564, 21/manual_40.pdb
1084.12524414, 32387931.7658, 7.45294, 21/manual_244.pdb
10.7869062424, 196.212460248, -25.7047352179, 21/manual_78.pdb
1053.86437988, 28850168.0617, 7.68613, 21/manual_168.pdb
10.2812261581, 289.756198606, 92.0846263012, 21/manual_30.pdb
2614.02563477, 179941293.666, 7.68613, 21/manual_241.pdb
414.542480469, 4490018.17748, 7.68613, 21/manual_127.pdb
1025.64147949, 27807795.2676, 7.68613, 21/manual_133.pdb
1590.0378418, 67264564.4903, 7.68613, 21/manual_206.pdb
660.487365723, 11720947.3312, 7.68613, 21/manual_150.pdb
11.4321966171, 2082.13975634, 36.6101359664, 21/manual_47.pdb
232.61038208, 1400313.90558, 7.68613, 21/manual_66.pdb
725.73248291, 14062680.6551, 7.68613, 21/manual_126.pdb
5.4022269249, -7.6165335016, -27.3026960038, 21/manual_42.pdb
2316.41870117, 141349879.434, 7.68613, 21/manual_234.pdb
39.6947212219, 34906.4624974, 7.68613, 21/manual_79.pdb
77.4588012695, 123918.468344, 7.68613, 21/manual_201.pdb
7.71609735489, 7.87640402203, -16.6132871623, 21/manual_35.pdb
1520.20739746, 61464631.6101, 7.68613, 21/manual_188.pdb
11.5977869034, 196.794928951, 3.41547882306, 21/manual_84.pdb
346.991088867, 3211658.0689, 7.68613, 21/manual_97.pdb
5442.41992188, 784356430.369, 7.68613, 21/manual_217.pdb
59.5201301575, 124794.041987, 7.68613, 21/manual_90.pdb
2108.42675781, 116660371.117, 7.68613, 21/manual_142.pdb
696.96282959, 12878172.9503, 7.68613, 21/manual_207.pdb
849.888244629, 18782137.5176, 7.68613, 21/manual_158.pdb
432.387084961, 4792273.96056, 7.68613, 21/manual_180.pdb
4.61857700348, 162.271907006, 80.9549714552, 21/manual_56.pdb
11.5715360641, 1283.08977178, 240.538149821, 21/manual_21.pdb
607.230041504, 9676945.49839, 7.68613, 21/manual_230.pdb
305.073059082, 2578514.66914, 7.68613, 21/manual_238.pdb
14.1103906631, 146.533353569, 17.0547192502, 21/manual_60.pdb
3.61887288094, -35.5322864335, -35.9488992829, 21/manual_14.pdb
10.7719078064, 1078.69268335, 38.2061820621, 21/manual_53.pdb
1146.71118164, 34258728.4405, 7.68613, 21/manual_136.pdb
14.9216089249, 8168.16664338, 88.8839157041, 21/manual_109.pdb
685.330322266, 12566676.4233, 7.68613, 21/manual_232.pdb
914.877319336, 22328225.7463, 7.68613, 21/manual_179.pdb
25.7751083374, 13091.1371004, 7.68613, 21/manual_65.pdb
138.460159302, 483849.550202, 7.68613, 21/manual_143.pdb
60.6275405884, 79878.2300424, 7.68613, 21/manual_110.pdb
12.3906059265, 1520.2714947, 7.68613, 21/manual_31.pdb
928.523376465, 22832439.9351, 7.68613, 21/manual_128.pdb
7.44883871078, 599.536874787, -6.06447739696, 21/manual_24.pdb
11.5678892136, 220.167565261, -24.4354810437, 21/manual_10.pdb
0.0, nan, 8.82679, 21/manual_253.pdb
5.79953956604, -8.37582573162, -23.9106966301, 21/manual_59.pdb
196.94303894, 1255004.23201, 7.68613, 21/manual_92.pdb
378.397644043, 3859485.61989, 7.68613, 21/manual_177.pdb
11.7959880829, 2501.8986818, 18.4803255015, 21/manual_51.pdb
97.5546722412, 272634.37629, 7.68613, 21/manual_229.pdb
9.23180007935, 64.8613828139, -29.9747315653, 21/manual_36.pdb
43.3456344604, 56289.0712714, 7.68613, 21/manual_204.pdb
202.3568573, 1181412.48431, 7.68613, 21/manual_86.pdb
2295.56396484, 138918008.911, 7.68613, 21/manual_175.pdb
0.0, nan, 8.82679, 21/manual_251.pdb
2189.13964844, 125840914.335, 7.68613, 21/manual_245.pdb
27.1526851654, 8030.22004888, 7.68613, 21/manual_194.pdb
438.881469727, 5169921.39319, 7.68613, 21/manual_170.pdb
11.1789293289, 1382.58728415, 2.967012, 21/manual_87.pdb
25.2613945007, 29141.9328263, 7.68613, 21/manual_85.pdb
9.2388715744, 484.989435293, 2.71356, 21/manual_48.pdb
367.863311768, 3759096.54047, 7.68613, 21/manual_176.pdb
1268.47753906, 42196202.6641, 7.68613, 21/manual_117.pdb
0.0, nan, 8.82679, 21/manual_252.pdb
